trade_id,pattern_id,direction,candle_1,candle_2,candle_3,signal_time,entry_time,reference,sweep,rejection,entry,stop,target,theo_lot,capped_lot,final_lot,planned_risk,actual_risk,margin_req,margin_avail,exit_time,exit_price,exit_reason,pnl,R
77,P2_EURUSD_1783615800,SELL,2026.07.09 16:40:00,2026.07.09 16:45:00,2026.07.09 16:50:00,2026.07.09 16:50:00,2026.07.09 16:55:00,1.14370,1.14378,1.14359,1.14360,1.14383,1.14314,3.95,3.95,3.95,91.01,90.85,6034.44,9101.33,2026.07.09 16:57:28,1.14384,STOP,-94.80,-1.043
78,P2_EURUSD_1783616700,SELL,2026.07.09 16:55:00,2026.07.09 17:00:00,2026.07.09 17:05:00,2026.07.09 17:05:00,2026.07.09 17:10:00,1.14393,1.14462,1.14401,1.14402,1.14467,1.14272,1.38,1.38,1.38,90.07,89.70,1578.75,9006.53,2026.07.09 22:34:38,1.14272,TARGET,179.40,2.000
79,P1_EURUSD_1783636500,BUY,2026.07.09 22:25:00,2026.07.09 22:30:00,2026.07.09 22:35:00,2026.07.09 22:35:00,2026.07.09 22:40:00,1.14287,1.14264,1.14286,1.14286,1.14259,1.14340,3.40,3.40,3.40,91.86,91.80,4771.45,9185.93,2026.07.09 22:57:14,1.14259,STOP,-91.80,-1.000
80,P2_EURUSD_1783638900,SELL,2026.07.09 23:05:00,2026.07.09 23:10:00,2026.07.09 23:15:00,2026.07.09 23:15:00,2026.07.09 23:20:00,1.14293,1.14301,1.14299,1.14299,1.14306,1.14285,12.99,3.07,3.07,90.94,21.49,4017.96,9094.13,2026.07.09 23:25:30,1.14306,STOP,-21.49,-1.000
81,P2_EURUSD_1783656000,SELL,2026.07.10 03:50:00,2026.07.10 03:55:00,2026.07.10 04:00:00,2026.07.10 04:00:00,2026.07.10 04:05:00,1.14392,1.14423,1.14397,1.14396,1.14428,1.14332,2.83,2.83,2.83,90.73,90.56,3474.81,9072.64,2026.07.10 04:07:18,1.14436,STOP,-113.20,-1.250
82,P2_EURUSD_1783657200,SELL,2026.07.10 04:10:00,2026.07.10 04:15:00,2026.07.10 04:20:00,2026.07.10 04:20:00,2026.07.10 04:25:00,1.14448,1.14473,1.14430,1.14430,1.14478,1.14334,1.86,1.86,1.86,89.59,89.28,2128.40,8959.44,2026.07.10 04:53:19,1.14478,STOP,-89.28,-1.000
83,P2_EURUSD_1783659300,SELL,2026.07.10 04:45:00,2026.07.10 04:50:00,2026.07.10 04:55:00,2026.07.10 04:55:00,2026.07.10 05:00:00,1.14462,1.14477,1.14473,1.14473,1.14482,1.14455,9.85,3.21,3.21,88.70,28.89,4349.17,8870.16,2026.07.10 05:02:29,1.14496,STOP,-73.83,-2.556
84,P2_EURUSD_1783660800,SELL,2026.07.10 05:10:00,2026.07.10 05:15:00,2026.07.10 05:20:00,2026.07.10 05:20:00,2026.07.10 05:25:00,1.14562,1.14600,1.14573,1.14573,1.14605,1.14509,2.74,2.74,2.74,87.96,87.68,3278.60,8796.33,2026.07.10 05:53:05,1.14605,STOP,-87.68,-1.000
85,P2_EURUSD_1783662900,SELL,2026.07.10 05:45:00,2026.07.10 05:50:00,2026.07.10 05:55:00,2026.07.10 05:55:00,2026.07.10 06:00:00,1.14601,1.14609,1.14582,1.14582,1.14614,1.14518,2.72,2.72,2.72,87.09,87.04,3233.26,8708.65,2026.07.10 06:49:40,1.14518,TARGET,174.08,2.000
86,P1_EURUSD_1783666800,BUY,2026.07.10 06:50:00,2026.07.10 06:55:00,2026.07.10 07:00:00,2026.07.10 07:00:00,2026.07.10 07:05:00,1.14502,1.14473,1.14484,1.14484,1.14468,1.14516,5.55,4.23,4.23,88.83,67.68,6685.35,8882.73,2026.07.10 07:10:53,1.14467,STOP,-71.91,-1.062
87,P1_EURUSD_1783670100,BUY,2026.07.10 07:45:00,2026.07.10 07:50:00,2026.07.10 07:55:00,2026.07.10 07:55:00,2026.07.10 08:00:00,1.14403,1.14396,1.14429,1.14429,1.14391,1.14505,2.31,2.31,2.31,88.11,87.78,2643.31,8810.82,2026.07.10 08:20:35,1.14391,STOP,-87.78,-1.000
88,P1_EURUSD_1783671900,BUY,2026.07.10 08:15:00,2026.07.10 08:20:00,2026.07.10 08:25:00,2026.07.10 08:25:00,2026.07.10 08:30:00,1.14394,1.14374,1.14380,1.14380,1.14369,1.14402,7.93,3.42,3.42,87.23,37.62,4823.59,8723.04,2026.07.10 08:35:41,1.14369,STOP,-37.62,-1.000
89,P2_EURUSD_1783675200,SELL,2026.07.10 09:10:00,2026.07.10 09:15:00,2026.07.10 09:20:00,2026.07.10 09:20:00,2026.07.10 09:25:00,1.14443,1.14462,1.14458,1.14458,1.14467,1.14440,9.65,3.16,3.16,86.85,28.44,4233.75,8685.42,2026.07.10 09:25:08,1.14468,STOP,-31.60,-1.111
90,P1_EURUSD_1783677000,BUY,2026.07.10 09:40:00,2026.07.10 09:45:00,2026.07.10 09:50:00,2026.07.10 09:50:00,2026.07.10 09:55:00,1.14400,1.14389,1.14408,1.14408,1.14384,1.14456,3.60,3.60,3.60,86.54,86.40,5237.38,8653.82,2026.07.10 10:06:16,1.14383,STOP,-90.00,-1.042
91,P1_EURUSD_1783682700,BUY,2026.07.10 11:15:00,2026.07.10 11:20:00,2026.07.10 11:25:00,2026.07.10 11:25:00,2026.07.10 11:30:00,1.14350,1.14331,1.14340,1.14341,1.14326,1.14371,5.70,4.01,4.01,85.64,60.15,6170.15,8563.82,2026.07.10 11:38:05,1.14326,STOP,-60.15,-1.000
92,P1_EURUSD_1783684800,BUY,2026.07.10 11:50:00,2026.07.10 11:55:00,2026.07.10 12:00:00,2026.07.10 12:00:00,2026.07.10 12:05:00,1.14305,1.14300,1.14341,1.14343,1.14295,1.14439,1.77,1.77,1.77,85.04,84.96,2023.87,8503.67,2026.07.10 12:44:25,1.14294,STOP,-86.73,-1.021
93,P1_EURUSD_1783687800,BUY,2026.07.10 12:40:00,2026.07.10 12:45:00,2026.07.10 12:50:00,2026.07.10 12:50:00,2026.07.10 12:55:00,1.14294,1.14280,1.14283,1.14284,1.14275,1.14302,9.35,3.10,3.10,84.17,27.90,4085.61,8416.94,2026.07.10 12:58:49,1.14275,STOP,-27.90,-1.000
94,P2_EURUSD_1783689900,SELL,2026.07.10 13:15:00,2026.07.10 13:20:00,2026.07.10 13:25:00,2026.07.10 13:25:00,2026.07.10 13:30:00,1.14317,1.14336,1.14333,1.14333,1.14341,1.14317,10.48,2.98,2.98,83.89,23.84,3814.25,8389.04,2026.07.10 13:32:18,1.14316,TARGET,50.66,2.125
95,P1_EURUSD_1783692900,BUY,2026.07.10 14:05:00,2026.07.10 14:10:00,2026.07.10 14:15:00,2026.07.10 14:15:00,2026.07.10 14:20:00,1.14309,1.14304,1.14306,1.14307,1.14299,1.14323,10.54,3.00,3.00,84.40,24.00,3858.42,8439.70,2026.07.10 14:25:47,1.14299,STOP,-24.00,-1.000
96,P1_EURUSD_1783697700,BUY,2026.07.10 15:25:00,2026.07.10 15:30:00,2026.07.10 15:35:00,2026.07.10 15:35:00,2026.07.10 15:40:00,1.14287,1.14254,1.14294,1.14294,1.14249,1.14384,1.87,1.87,1.87,84.16,84.15,2137.30,8415.70,2026.07.10 15:46:23,1.14249,STOP,-84.15,-1.000
97,P1_EURUSD_1783699800,BUY,2026.07.10 16:00:00,2026.07.10 16:05:00,2026.07.10 16:10:00,2026.07.10 16:10:00,2026.07.10 16:15:00,1.14224,1.14197,1.14221,1.14222,1.14192,1.14282,2.77,2.77,2.77,83.32,83.10,3327.90,8331.55,2026.07.10 16:28:25,1.14192,STOP,-83.10,-1.000
98,P2_EURUSD_1783701900,SELL,2026.07.10 16:35:00,2026.07.10 16:40:00,2026.07.10 16:45:00,2026.07.10 16:45:00,2026.07.10 16:50:00,1.14246,1.14267,1.14215,1.14215,1.14272,1.14101,1.44,1.44,1.44,82.48,82.08,1644.70,8248.45,2026.07.10 17:31:13,1.14272,STOP,-82.08,-1.000
99,P2_EURUSD_1783704600,SELL,2026.07.10 17:20:00,2026.07.10 17:25:00,2026.07.10 17:30:00,2026.07.10 17:30:00,2026.07.10 17:35:00,1.14261,1.14268,1.14203,1.14201,1.14273,1.14057,1.13,1.13,1.13,81.66,81.36,1290.47,8166.37,2026.07.10 18:09:04,1.14273,STOP,-81.36,-1.000
100,P2_EURUSD_1783707000,SELL,2026.07.10 18:00:00,2026.07.10 18:05:00,2026.07.10 18:10:00,2026.07.10 18:10:00,2026.07.10 18:15:00,1.14252,1.14278,1.14264,1.14264,1.14283,1.14226,4.25,4.25,4.25,80.85,80.75,6712.44,8085.01,2026.07.10 18:15:18,1.14283,STOP,-80.75,-1.000
101,P2_EURUSD_1783707600,SELL,2026.07.10 18:10:00,2026.07.10 18:15:00,2026.07.10 18:20:00,2026.07.10 18:20:00,2026.07.10 18:25:00,1.14288,1.14325,1.14319,1.14319,1.14330,1.14297,7.27,3.26,3.26,80.04,35.86,4453.60,8004.26,2026.07.10 18:25:39,1.14330,STOP,-35.86,-1.000
102,P2_EURUSD_1783710000,SELL,2026.07.10 18:50:00,2026.07.10 18:55:00,2026.07.10 19:00:00,2026.07.10 19:00:00,2026.07.10 19:05:00,1.14362,1.14391,1.14370,1.14373,1.14396,1.14327,3.46,3.46,3.46,79.68,79.58,4914.61,7968.40,2026.07.10 19:11:25,1.14396,STOP,-79.58,-1.000
103,P1_EURUSD_1783714200,BUY,2026.07.10 20:00:00,2026.07.10 20:05:00,2026.07.10 20:10:00,2026.07.10 20:10:00,2026.07.10 20:15:00,1.14268,1.14260,1.14273,1.14274,1.14255,1.14312,4.15,4.15,4.15,78.89,78.85,6484.74,7888.82,2026.07.10 20:18:30,1.14252,STOP,-91.30,-1.158
104,P1_EURUSD_1783715100,BUY,2026.07.10 20:15:00,2026.07.10 20:20:00,2026.07.10 20:25:00,2026.07.10 20:25:00,2026.07.10 20:30:00,1.14240,1.14221,1.14250,1.14250,1.14216,1.14318,2.29,2.29,2.29,77.98,77.86,2616.33,7797.52,2026.07.10 20:37:05,1.14216,STOP,-77.86,-1.000
105,P2_EURUSD_1783724700,SELL,2026.07.10 22:55:00,2026.07.10 23:00:00,2026.07.10 23:05:00,2026.07.10 23:05:00,2026.07.10 23:10:00,1.14170,1.14183,1.14142,1.14143,1.14188,1.14053,1.71,1.71,1.71,77.20,76.95,1951.85,7719.66,2026.07.10 23:59:56,0.00000,FORCED_TEST_END_EXIT,0.00,0.000
