sample,price_field,m1_open_time,ny_time,m1_open,m1_high,m1_low,m1_close,tick_count,first_high_tick_time,first_low_tick_time,high_before_low,low_before_high,same_tick,order_reconstructable,bid_available,ask_available,last_available,note
RANDOM,ASK,2026.08.04 10:53:00,2026.08.04 03:53:00,1.15116,1.15126,1.15116,1.15123,204,1785840838740,1785840781202,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.15 10:49:00,2026.07.15 03:49:00,1.14241,1.14241,1.14235,1.14235,164,1784112540052,1784112540841,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.15 10:49:00,2026.07.15 03:49:00,1.14241,1.14241,1.14235,1.14235,164,1784112540052,1784112540841,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.07 17:28:00,2026.08.07 10:28:00,1.15598,1.15600,1.15589,1.15596,454,1786123686505,1786123721048,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.07 17:28:00,2026.08.07 10:28:00,1.15598,1.15600,1.15589,1.15596,454,1786123686249,1786123721107,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.09 10:08:00,2026.07.09 03:08:00,1.14367,1.14374,1.14352,1.14366,212,1783591681357,1783591699086,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.09 10:08:00,2026.07.09 03:08:00,1.14367,1.14374,1.14352,1.14366,212,1783591681357,1783591701774,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.06 17:48:00,2026.08.06 10:48:00,1.15343,1.15346,1.15325,1.15327,270,1786038515256,1786038534036,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.06 17:48:00,2026.08.06 10:48:00,1.15343,1.15346,1.15325,1.15327,270,1786038515256,1786038534036,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.27 10:53:00,2026.07.27 03:53:00,1.14006,1.14018,1.14003,1.14017,288,1785149635848,1785149599183,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.27 10:53:00,2026.07.27 03:53:00,1.14006,1.14018,1.14003,1.14017,288,1785149635848,1785149599183,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.21 17:14:00,2026.07.21 10:14:00,1.14187,1.14196,1.14183,1.14190,303,1784654072440,1784654040422,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.21 17:14:00,2026.07.21 10:14:00,1.14187,1.14196,1.14183,1.14190,303,1784654072516,1784654040519,0,1,0,1,1,1,0,
RANDOM,BID,2026.08.03 17:04:00,2026.08.03 10:04:00,1.15229,1.15229,1.15201,1.15215,452,1785776640024,1785776689585,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.03 17:04:00,2026.08.03 10:04:00,1.15229,1.15229,1.15201,1.15215,452,1785776640024,1785776689609,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.04 10:23:00,2026.08.04 03:23:00,1.15140,1.15151,1.15139,1.15150,276,1785839017503,1785838983532,0,1,0,1,1,1,0,
RANDOM,ASK,2026.08.04 10:23:00,2026.08.04 03:23:00,1.15140,1.15151,1.15139,1.15150,276,1785839017503,1785838983532,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.27 17:25:00,2026.07.27 10:25:00,1.13742,1.13744,1.13725,1.13728,300,1785173109155,1785173150941,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.27 17:25:00,2026.07.27 10:25:00,1.13742,1.13744,1.13725,1.13728,300,1785173109155,1785173151631,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.03 10:18:00,2026.08.03 03:18:00,1.15219,1.15228,1.15208,1.15225,609,1785752282774,1785752304110,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.03 10:18:00,2026.08.03 03:18:00,1.15219,1.15228,1.15208,1.15225,609,1785752282758,1785752304110,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.21 17:23:00,2026.07.21 10:23:00,1.14153,1.14156,1.14138,1.14143,246,1784654591702,1784654631213,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.21 17:23:00,2026.07.21 10:23:00,1.14153,1.14156,1.14138,1.14143,246,1784654589025,1784654631213,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.22 10:46:00,2026.07.22 03:46:00,1.14053,1.14056,1.14045,1.14046,227,1784717166864,1784717199814,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.22 10:46:00,2026.07.22 03:46:00,1.14053,1.14056,1.14045,1.14046,227,1784717166864,1784717204267,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.14 10:35:00,2026.07.14 03:35:00,1.13902,1.13904,1.13897,1.13899,338,1784025317371,1784025354248,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.14 10:35:00,2026.07.14 03:35:00,1.13902,1.13904,1.13897,1.13899,338,1784025317371,1784025354248,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.23 17:37:00,2026.07.23 10:37:00,1.13695,1.13721,1.13695,1.13717,311,1784828270521,1784828220031,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.23 17:37:00,2026.07.23 10:37:00,1.13695,1.13721,1.13695,1.13717,311,1784828270521,1784828220031,0,1,0,1,1,1,0,
RANDOM,BID,2026.08.06 17:30:00,2026.08.06 10:30:00,1.15347,1.15362,1.15346,1.15357,304,1786037452110,1786037400622,0,1,0,1,1,1,0,
RANDOM,ASK,2026.08.06 17:30:00,2026.08.06 10:30:00,1.15347,1.15362,1.15346,1.15357,304,1786037447529,1786037400622,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.22 16:41:00,2026.07.22 09:41:00,1.14165,1.14189,1.14165,1.14184,368,1784738502151,1784738460236,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.22 16:41:00,2026.07.22 09:41:00,1.14165,1.14189,1.14165,1.14184,368,1784738502151,1784738460236,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.30 16:34:00,2026.07.30 09:34:00,1.14826,1.14830,1.14795,1.14805,370,1785429246787,1785429285660,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.30 16:34:00,2026.07.30 09:34:00,1.14826,1.14830,1.14795,1.14805,370,1785429246787,1785429285660,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.04 17:31:00,2026.08.04 10:31:00,1.15260,1.15283,1.15258,1.15280,305,1785864714420,1785864661815,0,1,0,1,1,1,0,
RANDOM,ASK,2026.08.04 17:31:00,2026.08.04 10:31:00,1.15260,1.15283,1.15258,1.15280,305,1785864714420,1785864661911,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.20 10:23:00,2026.07.20 03:23:00,1.14419,1.14420,1.14387,1.14402,531,1784542980111,1784543007568,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.20 10:23:00,2026.07.20 03:23:00,1.14419,1.14420,1.14387,1.14402,531,1784542980111,1784543007568,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.30 10:56:00,2026.07.30 03:56:00,1.14376,1.14385,1.14369,1.14372,218,1785408972918,1785409015924,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.30 10:56:00,2026.07.30 03:56:00,1.14376,1.14385,1.14369,1.14372,218,1785408972918,1785409015924,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.13 10:49:00,2026.07.13 03:49:00,1.14204,1.14225,1.14202,1.14218,406,1783939757469,1783939740387,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.13 10:49:00,2026.07.13 03:49:00,1.14204,1.14225,1.14202,1.14218,406,1783939757616,1783939740387,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.17 10:58:00,2026.07.17 03:58:00,1.14458,1.14462,1.14452,1.14458,330,1784285881508,1784285894377,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.17 10:58:00,2026.07.17 03:58:00,1.14458,1.14462,1.14452,1.14458,330,1784285881508,1784285894377,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.22 10:16:00,2026.07.22 03:16:00,1.14109,1.14119,1.14107,1.14115,218,1784715391393,1784715360618,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.22 10:16:00,2026.07.22 03:16:00,1.14109,1.14119,1.14107,1.14115,218,1784715391393,1784715360618,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.27 10:17:00,2026.07.27 03:17:00,1.14075,1.14077,1.14057,1.14066,193,1785147420046,1785147442748,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.27 10:17:00,2026.07.27 03:17:00,1.14075,1.14077,1.14057,1.14066,193,1785147420046,1785147439474,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.22 10:39:00,2026.07.22 03:39:00,1.14129,1.14132,1.14110,1.14110,268,1784716742258,1784716785255,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.22 10:39:00,2026.07.22 03:39:00,1.14129,1.14132,1.14110,1.14110,268,1784716742258,1784716785261,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.05 17:02:00,2026.08.05 10:02:00,1.15466,1.15468,1.15445,1.15458,310,1785949321424,1785949358244,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.05 17:02:00,2026.08.05 10:02:00,1.15466,1.15468,1.15445,1.15458,310,1785949321424,1785949362053,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.20 10:09:00,2026.07.20 03:09:00,1.14366,1.14370,1.14362,1.14364,178,1784542161144,1784542169898,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.20 10:09:00,2026.07.20 03:09:00,1.14366,1.14370,1.14362,1.14364,178,1784542161144,1784542169898,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.28 17:36:00,2026.07.28 10:36:00,1.13771,1.13772,1.13763,1.13766,253,1785260166239,1785260199455,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.28 17:36:00,2026.07.28 10:36:00,1.13771,1.13772,1.13763,1.13766,253,1785260160160,1785260199455,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.28 10:07:00,2026.07.28 03:07:00,1.13675,1.13693,1.13674,1.13691,186,1785233265523,1785233220224,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.28 10:07:00,2026.07.28 03:07:00,1.13675,1.13693,1.13674,1.13691,186,1785233265523,1785233220017,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.16 10:37:00,2026.07.16 03:37:00,1.14691,1.14713,1.14686,1.14710,250,1784198277838,1784198242505,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.16 10:37:00,2026.07.16 03:37:00,1.14691,1.14713,1.14686,1.14710,250,1784198277781,1784198242505,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.15 16:41:00,2026.07.15 09:41:00,1.14266,1.14270,1.14264,1.14265,206,1784133698746,1784133660403,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.15 16:41:00,2026.07.15 09:41:00,1.14266,1.14270,1.14264,1.14265,206,1784133698746,1784133660403,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.27 16:57:00,2026.07.27 09:57:00,1.13752,1.13755,1.13731,1.13731,356,1785171420634,1785171474143,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.27 16:57:00,2026.07.27 09:57:00,1.13752,1.13755,1.13731,1.13731,356,1785171420634,1785171474143,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.03 17:27:00,2026.08.03 10:27:00,1.15187,1.15196,1.15176,1.15189,454,1785778076909,1785778043759,0,1,0,1,1,1,0,
RANDOM,ASK,2026.08.03 17:27:00,2026.08.03 10:27:00,1.15187,1.15196,1.15176,1.15189,454,1785778076909,1785778043759,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.31 16:30:00,2026.07.31 09:30:00,1.15004,1.15015,1.14985,1.14992,578,1785515402671,1785515432875,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.31 16:30:00,2026.07.31 09:30:00,1.15004,1.15015,1.14985,1.14992,578,1785515402671,1785515432321,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.09 17:08:00,2026.07.09 10:08:00,1.14415,1.14425,1.14410,1.14421,481,1783616896907,1783616882204,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.09 17:08:00,2026.07.09 10:08:00,1.14415,1.14425,1.14410,1.14421,481,1783616896907,1783616882204,0,1,0,1,1,1,0,
RANDOM,BID,2026.08.07 10:39:00,2026.08.07 03:39:00,1.15215,1.15215,1.15209,1.15210,149,1786099140885,1786099197149,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.07 10:39:00,2026.08.07 03:39:00,1.15215,1.15215,1.15209,1.15210,149,1786099140918,1786099197149,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.24 10:29:00,2026.07.24 03:29:00,1.13994,1.13994,1.13970,1.13973,294,1784888940002,1784888989044,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.24 10:29:00,2026.07.24 03:29:00,1.13994,1.13994,1.13970,1.13973,294,1784888940002,1784888988964,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.14 10:12:00,2026.07.14 03:12:00,1.13873,1.13887,1.13871,1.13872,432,1784023931706,1784023922012,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.14 10:12:00,2026.07.14 03:12:00,1.13873,1.13887,1.13871,1.13872,432,1784023931706,1784023922035,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.29 10:14:00,2026.07.29 03:14:00,1.13931,1.13942,1.13930,1.13938,200,1785320068381,1785320040584,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.29 10:14:00,2026.07.29 03:14:00,1.13931,1.13942,1.13930,1.13938,200,1785320068381,1785320040021,0,1,0,1,1,1,0,
RANDOM,BID,2026.08.06 17:25:00,2026.08.06 10:25:00,1.15372,1.15374,1.15360,1.15362,318,1786037100868,1786037141090,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.06 17:25:00,2026.08.06 10:25:00,1.15372,1.15374,1.15360,1.15362,318,1786037100868,1786037141137,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.04 10:21:00,2026.08.04 03:21:00,1.15135,1.15136,1.15128,1.15135,227,1785838860252,1785838866553,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.04 10:21:00,2026.08.04 03:21:00,1.15135,1.15136,1.15128,1.15135,227,1785838860190,1785838866553,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.28 17:46:00,2026.07.28 10:46:00,1.13774,1.13787,1.13774,1.13774,301,1785260793768,1785260760064,0,1,0,1,1,1,0,
RANDOM,ASK,2026.07.28 17:46:00,2026.07.28 10:46:00,1.13774,1.13787,1.13774,1.13774,301,1785260793768,1785260760064,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.17 10:18:00,2026.07.17 03:18:00,1.14474,1.14475,1.14463,1.14463,164,1784283482965,1784283535205,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.17 10:18:00,2026.07.17 03:18:00,1.14474,1.14475,1.14463,1.14463,164,1784283482965,1784283535205,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.06 16:59:00,2026.08.06 09:59:00,1.15432,1.15436,1.15422,1.15428,377,1786035594809,1786035584004,0,1,0,1,1,1,0,
RANDOM,ASK,2026.08.06 16:59:00,2026.08.06 09:59:00,1.15432,1.15436,1.15422,1.15428,377,1786035594780,1786035584004,0,1,0,1,1,1,0,
RANDOM,BID,2026.07.22 17:05:00,2026.07.22 10:05:00,1.14146,1.14150,1.14120,1.14123,433,1784739901224,1784739941181,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.22 17:05:00,2026.07.22 10:05:00,1.14146,1.14150,1.14120,1.14123,433,1784739901224,1784739941181,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.05 17:17:00,2026.08.05 10:17:00,1.15552,1.15556,1.15543,1.15550,418,1785950226626,1785950256650,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.05 17:17:00,2026.08.05 10:17:00,1.15552,1.15556,1.15543,1.15550,418,1785950226587,1785950256736,1,0,0,1,1,1,0,
RANDOM,BID,2026.07.09 17:25:00,2026.07.09 10:25:00,1.14404,1.14406,1.14384,1.14389,302,1783617904304,1783617947751,1,0,0,1,1,1,0,
RANDOM,ASK,2026.07.09 17:25:00,2026.07.09 10:25:00,1.14404,1.14406,1.14384,1.14389,302,1783617904304,1783617946132,1,0,0,1,1,1,0,
RANDOM,BID,2026.08.07 16:50:00,2026.08.07 09:50:00,1.15655,1.15657,1.15638,1.15641,482,1786121400129,1786121458936,1,0,0,1,1,1,0,
RANDOM,ASK,2026.08.07 16:50:00,2026.08.07 09:50:00,1.15655,1.15657,1.15638,1.15641,482,1786121448560,1786121458936,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:01:00,2026.07.09 03:01:00,1.14412,1.14420,1.14400,1.14407,288,1783591271008,1783591280469,1,0,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:01:00,2026.07.09 03:01:00,1.14412,1.14420,1.14400,1.14407,288,1783591271008,1783591280669,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:02:00,2026.07.09 03:02:00,1.14407,1.14414,1.14396,1.14402,302,1783591356657,1783591322110,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:02:00,2026.07.09 03:02:00,1.14407,1.14414,1.14396,1.14402,302,1783591356657,1783591323250,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:08:00,2026.07.09 03:08:00,1.14367,1.14374,1.14352,1.14366,212,1783591681357,1783591699086,1,0,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:08:00,2026.07.09 03:08:00,1.14367,1.14374,1.14352,1.14366,212,1783591681357,1783591701774,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:21:00,2026.07.09 03:21:00,1.14367,1.14374,1.14362,1.14370,239,1783592471940,1783592509040,1,0,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:21:00,2026.07.09 03:21:00,1.14367,1.14374,1.14362,1.14370,239,1783592469891,1783592509040,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:25:00,2026.07.09 03:25:00,1.14373,1.14380,1.14367,1.14374,304,1783592720401,1783592707356,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:25:00,2026.07.09 03:25:00,1.14373,1.14380,1.14367,1.14374,304,1783592720401,1783592709239,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:26:00,2026.07.09 03:26:00,1.14374,1.14380,1.14371,1.14377,219,1783592806183,1783592761086,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:26:00,2026.07.09 03:26:00,1.14374,1.14380,1.14371,1.14377,219,1783592806183,1783592761086,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:38:00,2026.07.09 03:38:00,1.14360,1.14365,1.14357,1.14361,220,1783593522599,1783593491475,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:38:00,2026.07.09 03:38:00,1.14360,1.14365,1.14357,1.14361,220,1783593522599,1783593491475,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:39:00,2026.07.09 03:39:00,1.14361,1.14370,1.14356,1.14363,203,1783593573639,1783593543188,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:39:00,2026.07.09 03:39:00,1.14361,1.14370,1.14356,1.14363,203,1783593573639,1783593543188,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:41:00,2026.07.09 03:41:00,1.14357,1.14370,1.14351,1.14358,239,1783593669891,1783593701836,1,0,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:41:00,2026.07.09 03:41:00,1.14357,1.14370,1.14351,1.14358,239,1783593669891,1783593701866,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 10:49:00,2026.07.09 03:49:00,1.14342,1.14348,1.14339,1.14344,273,1783594166523,1783594155816,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 10:49:00,2026.07.09 03:49:00,1.14342,1.14348,1.14339,1.14344,273,1783594166523,1783594155816,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 16:35:00,2026.07.09 09:35:00,1.14328,1.14338,1.14320,1.14326,413,1783614920261,1783614928871,1,0,0,1,1,1,0,
TARGETED,ASK,2026.07.09 16:35:00,2026.07.09 09:35:00,1.14328,1.14338,1.14320,1.14326,413,1783614920261,1783614958189,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 16:37:00,2026.07.09 09:37:00,1.14338,1.14342,1.14329,1.14334,397,1783615050628,1783615033614,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 16:37:00,2026.07.09 09:37:00,1.14338,1.14342,1.14329,1.14334,397,1783615070534,1783615033635,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 16:39:00,2026.07.09 09:39:00,1.14330,1.14335,1.14321,1.14326,445,1783615162763,1783615153698,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 16:39:00,2026.07.09 09:39:00,1.14330,1.14335,1.14321,1.14326,445,1783615162763,1783615153698,0,1,0,1,1,1,0,
TARGETED,BID,2026.07.09 16:45:00,2026.07.09 09:45:00,1.14348,1.14358,1.14339,1.14349,345,1783615531538,1783615507209,0,1,0,1,1,1,0,
TARGETED,ASK,2026.07.09 16:45:00,2026.07.09 09:45:00,1.14348,1.14358,1.14339,1.14349,345,1783615531538,1783615543200,1,0,0,1,1,1,0,
TARGETED,BID,2026.07.09 16:46:00,2026.07.09 09:46:00,1.14349,1.14357,1.14334,1.14341,472,1783615564558,1783615606727,1,0,0,1,1,1,0,
TARGETED,ASK,2026.07.09 16:46:00,2026.07.09 09:46:00,1.14349,1.14357,1.14334,1.14341,472,1783615564558,1783615606727,1,0,0,1,1,1,0,
